Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Wenham, Stuart",100.0,10,262,359,1.4318,8,1,35.9,8,2,0,0,3,EEC-6906-2022,0.0,
"LI, 李伊濛",76.19,21,263,356,1.3369238095238096,16,6,16.952380952380953,11,8,0,1,0,KGM-6775-2024,4.76,
"Abbass, Hussein A",100.0,21,264,354,1.0871238095238094,15,3,16.857142857142858,12,7,0,0,0,C-9563-2009,0.0,0000-0002-8837-0748
"Yip, Ho Lung",100.0,12,264,354,1.368125,4,3,29.5,10,7,0,0,1,DXB-3272-2022,0.0,0000-0002-0311-3815
"Han, Zhaojun",88.89,9,266,351,3.1815555555555557,9,3,39.0,8,6,1,2,0,KHQ-3313-2024,22.22,0000-0002-2437-319X
"Kruzic, Jamie J.",90.0,20,267,349,1.19157,13,0,17.45,9,18,1,0,0,M-3558-2014,0.0,0000-0002-9695-1921
"Römer, Udo",90.91,11,268,348,1.3573363636363636,8,3,31.636363636363637,5,5,2,0,8,J-2483-2019,0.0,0000-0002-9290-321X
"anavatti, sreenatha g",100.0,7,269,347,1.8813,5,1,49.57142857142857,7,3,0,0,1,F-3674-2016,0.0,
"Chu, Dewei",90.91,11,270,346,3.331563636363636,11,1,31.454545454545453,8,9,0,2,0,AAI-3394-2020,18.18,0000-0003-4581-0560
"Chan, Catherine",100.0,8,271,344,1.87705,6,1,43.0,6,2,0,0,0,CKO-5518-2022,0.0,
"Shen, Yansong",100.0,9,272,343,2.0765888888888893,4,0,38.111111111111114,9,1,0,0,0,A-9037-2010,0.0,0000-0001-8472-8805
"Lim, Samsung",100.0,12,273,341,1.485525,7,0,28.416666666666668,10,4,0,0,0,HJX-3065-2023,0.0,0000-0001-9838-8960
"Michelin, Regio A.",100.0,1,274,338,19.911,0,1,338.0,1,0,0,1,9,AAU-9509-2020,100.0,
"Bain, Michael",87.5,8,275,337,1.5831250000000001,4,0,42.125,6,8,1,0,6,ELH-8785-2022,0.0,
"Li, Jiehong",100.0,9,276,336,3.1534222222222223,7,0,37.333333333333336,8,2,0,1,1,DSZ-7110-2022,11.11,0000-0002-9012-0115
"Prusty, Gangadhara B.",93.55,31,276,336,0.6054096774193549,18,14,10.838709677419354,11,11,1,0,2,DXE-5713-2022,0.0,0000-0001-7051-4670
"Leclech, Pierre",100.0,14,278,335,1.3219571428571428,9,1,23.928571428571427,7,10,0,0,0,CCM-4375-2022,0.0,0000-0002-1441-1850
"Pickering, M. R.",93.75,16,278,335,0.9666625000000001,7,3,20.9375,8,11,0,0,3,HRI-3835-2023,0.0,
"Saputra, Albert A.",100.0,10,280,334,1.66477,10,1,33.4,9,8,0,0,0,DPA-2492-2022,0.0,
"Li, Yong",100.0,17,281,332,0.7556647058823529,9,0,19.529411764705884,11,12,0,0,0,DDD-9952-2022,0.0,
"Blackburn, Trevor",100.0,9,282,331,1.404311111111111,1,0,36.77777777777778,7,4,0,0,0,IKH-6955-2023,0.0,
