Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Hossain, Mohammed Akhter",100.0,1,164,266,10.8698,1,0,266.0,1,1,0,1,0,HLW-9055-2023,100.0,0000-0002-9961-0006
"Skafidas, Efstratios",90.0,20,165,264,0.5189,14,11,13.2,11,3,10,0,3,DWF-3636-2022,0.0,0000-0003-4263-9972
"Gayen, Bishakhdatta",100.0,11,165,264,0.9318272727272727,11,1,24.0,8,0,0,0,0,Y-4300-2019,0.0,0000-0001-6543-2590
"Seghouane, Abd-Krim",100.0,20,167,260,0.62616,12,1,13.0,10,9,0,0,0,DYL-1521-2022,0.0,0000-0003-4619-734X
"Thomas, D. A.",92.86,14,167,260,0.7144928571428572,9,1,18.571428571428573,5,2,0,0,3,DSJ-2817-2022,0.0,0000-0002-8141-3362
"Lane, Patrick N. J.",100.0,12,169,259,1.020175,12,5,21.583333333333332,6,3,0,0,0,FGT-9007-2022,0.0,
"Syed, Nitu",40.0,5,170,258,3.38802,4,2,51.6,2,1,0,1,1,DST-1021-2022,20.0,0000-0002-7676-1805
"Gohari, Soheil",85.71,21,170,258,1.0558142857142858,13,2,12.285714285714286,9,17,0,0,1,G-3076-2016,0.0,0000-0002-2165-448X
"Kuo, Po-Hung",100.0,8,172,253,1.2246750000000002,5,5,31.625,7,0,0,0,10,DBA-1318-2022,0.0,
"Morrill-Winter, C.",87.5,8,172,253,1.3996875,5,0,31.625,6,7,0,0,0,DJO-6403-2022,0.0,
"Moore, Graham A",100.0,2,172,253,1.9620000000000002,2,0,126.5,2,0,0,1,0,G-9459-2011,50.0,0000-0002-0095-5718
"Ryu, Dongryeol",100.0,12,175,249,1.0912833333333334,10,0,20.75,8,8,0,0,0,C-5903-2008,0.0,0000-0001-5905-6760
"Doloi, Hemanta",100.0,5,176,248,1.9743400000000002,1,0,49.6,4,0,0,0,0,AAY-9372-2021,0.0,0000-0002-3671-1950
"Hanea, Anca",100.0,6,177,247,1.0423833333333334,5,0,41.166666666666664,6,5,0,0,1,AAI-5294-2020,0.0,0000-0003-3870-5949
"Carè, Algo",92.31,13,178,243,0.9749384615384616,9,4,18.692307692307693,7,7,0,0,0,GOH-0824-2022,0.0,
"Mouloodi, Saeed",100.0,10,179,242,1.63141,8,1,24.2,8,6,0,0,0,DVP-0527-2022,0.0,0000-0002-3301-9117
"Liu, Feng",85.71,14,179,242,0.7786142857142858,11,2,17.285714285714285,6,11,0,0,0,DCE-3797-2022,0.0,
